"country","journal","discipline","position","n.authors","n.papers","genderRatios","low.CI.1","up.CI.1","current.rate.of.change","low.CI.2","up.CI.2","years.to.parity","low.CI.3","up.CI.3","r","c","qualitative.result"
"Portugal","All journals","Unclassified","overall",3900,1114,50.001,30.86,50.074,-0.006,-9.568,0,NA,NA,NA,1.203,-2.28,"Essentially at parity"
"Romania","All journals","Unclassified","overall",1158,492,51.889,50,54.214,-0.341,-0.537,0,12,NA,NA,0.329,-1.255,"Essentially at parity"
"Russia","All journals","Unclassified","overall",2199,637,34.527,31.221,37.799,-0.093,-0.939,0.427,NA,NA,NA,-0.017,0.771,"Male-biased and becoming more so"
"Saudi Arabia","All journals","Unclassified","overall",1614,813,25.586,22.071,28.964,0.636,-0.291,1.521,NA,NA,NA,0.098,4.334,"Male-biased but improving"
"Serbia","All journals","Unclassified","overall",1000,271,36.558,21.884,50.117,-3.84,-14.12,0.004,NA,NA,NA,-1.426,0,"Male-biased and becoming more so"
"Singapore","All journals","Unclassified","overall",1746,793,31.973,28.027,35.399,-0.157,-1.16,0.536,NA,NA,NA,-0.023,0.917,"Male-biased and becoming more so"
"Slovakia","All journals","Unclassified","overall",925,237,50.002,40.225,51.162,-0.002,-2.596,0.027,0,NA,NA,1.382,-4.143,"Essentially at parity"
"South Africa","All journals","Unclassified","overall",1073,391,36.644,31.468,41.489,-1.45,-4.894,0.047,NA,NA,NA,-0.292,0.062,"Male-biased and becoming more so"
"South Korea","All journals","Unclassified","overall",6372,5559,42.098,40.209,43.78,0.75,0.503,0.909,5.365,2.365,11.39,0.225,2.439,"Male-biased but improving"
"Spain","All journals","Unclassified","overall",8406,2372,39.629,37.669,41.333,0.115,-0.245,0.386,NA,NA,NA,0.027,0.659,"Male-biased but improving"
"Sweden","All journals","Unclassified","overall",7059,2306,42.087,40.17,43.823,0.476,0.295,0.609,7.865,2.365,21.365,0.143,1.237,"Male-biased but improving"
"Switzerland","All journals","Unclassified","overall",4822,1461,33.748,31.786,35.618,0.829,0.546,1.094,20.365,13.365,34.365,0.15,3.364,"Male-biased but improving"
"Thailand","All journals","Unclassified","overall",1091,694,36.553,29.744,42.198,-0.317,-2.942,0.579,NA,NA,NA,-0.064,0.414,"Male-biased and becoming more so"
"Turkey","All journals","Unclassified","overall",16353,5410,31.951,30.66,33.25,0.874,0.72,1.032,22.365,17.365,28.39,0.152,4,"Male-biased but improving"
"United Kingdom","All journals","Unclassified","overall",17660,6731,37.763,36.555,38.931,0.402,0.248,0.531,25.365,16.365,46.365,0.087,1.331,"Male-biased but improving"
"USA","All journals","Unclassified","overall",157686,61306,38.733,38.311,39.162,0.083,0.022,0.142,94,NA,NA,0.02,0.684,"Male-biased but improving"
"Australia","All journals","Urology","overall",2518,654,32.205,29.002,35.314,0.321,-0.168,0.733,NA,NA,NA,0.059,1.805,"Male-biased but improving"
"Austria","All journals","Urology","overall",3941,770,19.06,16.457,21.944,0.308,0.001,0.67,NA,NA,NA,0.054,5.064,"Male-biased but improving"
"Belgium","All journals","Urology","overall",1935,424,19.984,16.941,22.97,-0.056,-0.5,0.34,NA,NA,NA,-0.009,2.787,"Male-biased and becoming more so"
"Brazil","All journals","Urology","overall",5023,1135,28.677,26.028,31.234,1.42,1.112,1.704,17.365,12.365,23.39,0.235,10.419,"Male-biased but improving"
"Canada","All journals","Urology","overall",13230,3314,19.354,18.169,20.642,0.171,0.006,0.357,NA,NA,NA,0.029,4.024,"Male-biased but improving"
"Chile","All journals","Urology","overall",729,149,13.274,8.868,18.205,0.327,-0.292,1.185,NA,NA,NA,0.067,9.697,"Male-biased but improving"
"China","All journals","Urology","overall",3190,2030,38.721,35.655,41.475,0.616,0.13,0.971,27,NA,NA,0.142,1.893,"Male-biased but improving"
"Denmark","All journals","Urology","overall",1303,354,28.836,24.414,33.344,0.266,-0.366,0.823,NA,NA,NA,0.043,2.104,"Male-biased but improving"
"Egypt","All journals","Urology","overall",2312,764,13.193,10.402,16.295,0.524,0.12,1.023,68,NA,NA,0.107,13.641,"Male-biased but improving"
"Finland","All journals","Urology","overall",1190,247,26.884,21.643,32.617,-0.277,-0.924,0.358,NA,NA,NA,-0.043,1.205,"Male-biased and becoming more so"
"France","All journals","Urology","overall",11378,2612,18.09,16.732,19.449,0.31,0.134,0.491,105,NA,NA,0.053,5.497,"Male-biased but improving"
"Germany","All journals","Urology","overall",16027,3088,17.058,15.932,18.223,0.412,0.257,0.585,78.365,55.365,125.365,0.074,7.117,"Male-biased but improving"
"Greece","All journals","Urology","overall",2010,457,14.336,11.028,18.116,0.14,-0.237,0.604,NA,NA,NA,0.025,6.182,"Male-biased but improving"
"India","All journals","Urology","overall",4215,1708,15.294,13.057,18.047,0.648,0.245,1.136,49.865,28.365,127.365,0.122,12.5,"Male-biased but improving"
"Iran","All journals","Urology","overall",2728,846,25.086,20.897,29.155,1.3,0.675,1.879,21.365,12.365,45.39,0.206,11.156,"Male-biased but improving"
"Ireland","All journals","Urology","overall",903,231,28.982,23.016,34.773,0.653,-0.037,1.277,NA,NA,NA,0.108,3.545,"Male-biased but improving"
"Israel","All journals","Urology","overall",1621,394,21.285,17.101,25.966,0.807,0.27,1.389,38.365,20.365,118.465,0.134,8.148,"Male-biased but improving"
"Italy","All journals","Urology","overall",17357,3027,19.505,18.332,20.699,0.295,0.134,0.448,107.365,69.365,238.39,0.05,4.725,"Male-biased but improving"
"Japan","All journals","Urology","overall",21064,4914,9.031,8.095,10.047,0.253,0.133,0.4,108.365,72.34,196.465,0.069,16.048,"Male-biased but improving"
"Netherlands","All journals","Urology","overall",4170,1116,30.442,27.683,33.339,0.713,0.381,1.044,47,NA,NA,0.12,3.468,"Male-biased but improving"
"Norway","All journals","Urology","overall",819,172,32.923,27.127,37.829,0.413,-0.321,0.957,NA,NA,NA,0.074,1.932,"Male-biased but improving"
"Portugal","All journals","Urology","overall",1095,191,34.248,29.611,38.268,1.207,0.654,1.646,29,NA,NA,0.223,5.933,"Male-biased but improving"
"South Korea","All journals","Urology","overall",4481,1753,26.251,23.361,28.9,0.098,-0.324,0.533,NA,NA,NA,0.016,2.082,"Male-biased but improving"
"Spain","All journals","Urology","overall",7850,1536,29.809,27.766,31.736,1.118,0.912,1.292,20.365,15.365,26.365,0.185,6.351,"Male-biased but improving"
"Sweden","All journals","Urology","overall",3118,813,23.242,19.695,26.96,-0.19,-0.621,0.237,NA,NA,NA,-0.03,1.792,"Male-biased and becoming more so"
"Switzerland","All journals","Urology","overall",1583,350,16.961,13.642,20.44,0.064,-0.37,0.549,NA,NA,NA,0.011,4.244,"Male-biased but improving"
"Turkey","All journals","Urology","overall",12574,3141,10.208,9.221,11.244,-0.248,-0.345,-0.121,NA,NA,NA,-0.061,4.706,"Male-biased and becoming more so"
"United Kingdom","All journals","Urology","overall",8013,2398,20.625,18.771,22.442,0.161,-0.081,0.395,NA,NA,NA,0.027,3.557,"Male-biased but improving"
"USA","All journals","Urology","overall",91162,25917,21.452,20.89,21.987,0.173,0.109,0.239,180,NA,NA,0.028,3.367,"Male-biased but improving"
"Argentina","All journals","Vascular Diseases","overall",945,177,29.144,22.129,38.055,-1.853,-3.409,-0.439,NA,NA,NA,-0.305,0.111,"Male-biased and becoming more so"
"Australia","All journals","Vascular Diseases","overall",5701,1390,35.523,33.148,37.688,0.11,-0.218,0.364,NA,NA,NA,0.02,0.964,"Male-biased but improving"
"Austria","All journals","Vascular Diseases","overall",3773,613,34.267,31.425,37.112,0.596,0.306,0.84,26.365,14.34,65.365,0.112,2.316,"Male-biased but improving"
"Belgium","All journals","Vascular Diseases","overall",2294,414,35.529,31.848,39.262,0.37,-0.089,0.704,NA,NA,NA,0.071,1.465,"Male-biased but improving"
"Brazil","All journals","Vascular Diseases","overall",3426,671,40.539,23.47,48.604,-0.803,-12.191,0.265,NA,NA,NA,-0.235,0.062,"Male-biased and becoming more so"
"Canada","All journals","Vascular Diseases","overall",7518,1902,31.896,29.614,33.985,-0.396,-0.782,-0.071,NA,NA,NA,-0.07,0.635,"Male-biased and becoming more so"
"China","All journals","Vascular Diseases","overall",3233,1964,47.833,45.934,49.182,0.296,0.161,0.401,11,NA,NA,0.297,1.077,"Essentially at parity"
"Czech Republic","All journals","Vascular Diseases","overall",890,149,32.166,25.279,38.159,-0.275,-1.368,0.456,NA,NA,NA,-0.053,0.725,"Male-biased and becoming more so"
"Denmark","All journals","Vascular Diseases","overall",2410,489,30.835,27.47,34.423,0.406,-0.005,0.791,50,NA,NA,0.071,2.221,"Male-biased but improving"
"Finland","All journals","Vascular Diseases","overall",3022,497,27.221,23.682,30.975,-0.511,-0.974,-0.035,NA,NA,NA,-0.082,0.84,"Male-biased and becoming more so"
"France","All journals","Vascular Diseases","overall",9406,1816,34.772,32.672,36.837,-0.233,-0.557,0.029,NA,NA,NA,-0.046,0.6,"Male-biased and becoming more so"
"Germany","All journals","Vascular Diseases","overall",15479,2801,30.31,28.815,31.79,0.515,0.361,0.671,41.365,29.365,64.365,0.088,2.68,"Male-biased but improving"
"Greece","All journals","Vascular Diseases","overall",3576,689,24.415,21.11,27.432,0.361,-0.06,0.738,NA,NA,NA,0.057,3.382,"Male-biased but improving"
"Hungary","All journals","Vascular Diseases","overall",678,109,30.015,22.736,36.776,-0.227,-1.304,0.583,NA,NA,NA,-0.039,0.962,"Male-biased and becoming more so"
"India","All journals","Vascular Diseases","overall",694,228,27.735,20.368,35.011,-1.823,-4.135,-0.296,NA,NA,NA,-0.309,0.119,"Male-biased and becoming more so"
"Iran","All journals","Vascular Diseases","overall",479,125,32.828,22.983,41.487,0.946,-0.684,1.818,NA,NA,NA,0.167,4.172,"Male-biased but improving"
"Ireland","All journals","Vascular Diseases","overall",796,198,39.806,32.283,48.179,0.481,-0.541,0.839,NA,NA,NA,0.128,1.459,"Male-biased but improving"
"Israel","All journals","Vascular Diseases","overall",1879,430,36.923,31.343,41.747,-0.112,-0.945,0.397,NA,NA,NA,-0.021,0.587,"Male-biased and becoming more so"
"Italy","All journals","Vascular Diseases","overall",19773,3252,36.852,35.358,38.395,0.161,-0.02,0.311,NA,NA,NA,0.033,0.935,"Male-biased but improving"
"Japan","All journals","Vascular Diseases","overall",25477,4883,20.315,19.121,21.424,0.331,0.197,0.465,94.365,66.34,161.365,0.054,4.606,"Male-biased but improving"
"Netherlands","All journals","Vascular Diseases","overall",9402,1870,35.642,33.905,37.364,0.708,0.529,0.855,19.365,13.365,30.365,0.138,2.536,"Male-biased but improving"
"Norway","All journals","Vascular Diseases","overall",2042,420,39.63,35.852,42.971,0.7,0.364,0.891,10.365,3.365,34.365,0.172,2.186,"Male-biased but improving"
"Poland","All journals","Vascular Diseases","overall",2159,421,37.352,33.689,40.961,0.238,-0.318,0.607,NA,NA,NA,0.05,1.023,"Male-biased but improving"
"Portugal","All journals","Vascular Diseases","overall",575,109,30.017,17.568,42.293,-2.472,-8.101,0.435,NA,NA,NA,-0.496,0.023,"Male-biased and becoming more so"
"South Korea","All journals","Vascular Diseases","overall",1309,645,40.481,35.526,44.283,0.67,0.147,0.943,23,NA,NA,0.17,1.986,"Male-biased but improving"
"Spain","All journals","Vascular Diseases","overall",6297,1128,41.887,39.706,44.022,0.28,0.013,0.455,25,NA,NA,0.083,0.769,"Male-biased but improving"
"Sweden","All journals","Vascular Diseases","overall",4747,1118,33.866,31.019,36.558,0.408,0.108,0.666,45,NA,NA,0.076,1.794,"Male-biased but improving"
"Switzerland","All journals","Vascular Diseases","overall",3065,567,25.158,22.081,28.19,-0.164,-0.538,0.204,NA,NA,NA,-0.025,1.595,"Male-biased and becoming more so"
"Turkey","All journals","Vascular Diseases","overall",6011,1247,15.359,13.603,17.131,-0.692,-0.917,-0.469,NA,NA,NA,-0.13,1.525,"Male-biased and becoming more so"
"United Kingdom","All journals","Vascular Diseases","overall",8479,2015,35.547,33.591,37.298,0.406,0.191,0.581,33.365,19.365,84.365,0.079,1.571,"Male-biased but improving"
"USA","All journals","Vascular Diseases","overall",56847,15427,33.876,33.025,34.684,0.436,0.35,0.517,37.365,29.365,49.365,0.079,1.844,"Male-biased but improving"
"Argentina","All journals","Veterinary Medicine","overall",915,207,50,49.96,51.909,0,-0.036,0.029,4,NA,NA,1.861,7.984,"Essentially at parity"
"Australia","All journals","Veterinary Medicine","overall",2140,770,42.159,39.101,44.953,0.782,0.526,0.946,4.365,0.365,14.365,0.242,2.742,"Male-biased but improving"
"Austria","All journals","Veterinary Medicine","overall",986,299,50,48.974,55.273,0,-0.093,0.34,0,NA,NA,4.6,-172.646,"Essentially at parity"
"Belgium","All journals","Veterinary Medicine","overall",2301,522,42.829,39.349,45.684,0.665,0.352,0.813,4.365,0,21.365,0.218,2.073,"Male-biased but improving"
"Brazil","All journals","Veterinary Medicine","overall",6238,1281,40.425,34.553,44.854,-1.648,-4.886,-0.216,NA,NA,NA,-0.435,0.013,"Male-biased and becoming more so"
"Canada","All journals","Veterinary Medicine","overall",7290,2608,48.534,47.122,49.417,0.244,0.145,0.316,0,0,0,0.348,1.089,"Essentially at parity"
"China","All journals","Veterinary Medicine","overall",1659,1283,44.016,38.678,47.314,0.422,-0.452,0.661,NA,NA,NA,0.168,1.088,"Male-biased but improving"
"Czech Republic","All journals","Veterinary Medicine","overall",680,144,47.002,42.277,49.65,0.652,0.148,0.95,15,NA,NA,0.475,6.761,"Essentially at parity"
"Denmark","All journals","Veterinary Medicine","overall",1464,429,46.571,43.025,48.792,0.394,0.145,0.559,14,NA,NA,0.272,1.379,"Essentially at parity"
"Finland","All journals","Veterinary Medicine","overall",743,197,70.446,50,77.487,0.99,-0.081,3.01,NA,NA,NA,-0.077,-0.311,"Female-biased and becoming more so"
"France","All journals","Veterinary Medicine","overall",3498,961,46.425,43.795,48.413,0.279,0.077,0.377,13,NA,NA,0.177,0.672,"Essentially at parity"
"Germany","All journals","Veterinary Medicine","overall",5229,1462,48.165,46.806,49.099,0.367,0.233,0.47,0,0,0,0.418,2.44,"Essentially at parity"
"Hungary","All journals","Veterinary Medicine","overall",991,292,23.419,17.282,29.476,-2.754,-3.549,-1.889,NA,NA,NA,-0.445,0.056,"Male-biased and becoming more so"
"India","All journals","Veterinary Medicine","overall",1279,514,15.71,12.331,19.694,-0.448,-0.982,0.273,NA,NA,NA,-0.086,2.139,"Male-biased and becoming more so"
"Iran","All journals","Veterinary Medicine","overall",628,220,19.777,12.076,27.981,1.568,-0.104,3.607,33,NA,NA,0.258,26.551,"Male-biased but improving"
"Italy","All journals","Veterinary Medicine","overall",6056,1226,49.682,49.001,49.956,0.098,0.021,0.196,0,0,0,0.623,2.28,"Essentially at parity"
"Japan","All journals","Veterinary Medicine","overall",3169,778,23.479,20.09,26.68,0.253,-0.163,0.659,NA,NA,NA,0.039,3.129,"Male-biased but improving"
"Mexico","All journals","Veterinary Medicine","overall",868,195,29.904,24.181,35.334,0.242,-0.742,1.053,NA,NA,NA,0.04,1.85,"Male-biased but improving"
"Netherlands","All journals","Veterinary Medicine","overall",1706,519,36.968,31.904,41.227,0.179,-0.565,0.611,NA,NA,NA,0.035,0.953,"Male-biased but improving"
"Norway","All journals","Veterinary Medicine","overall",1111,290,45.948,42.071,48.585,0.413,0.128,0.601,15,NA,NA,0.242,1.323,"Essentially at parity"
"Poland","All journals","Veterinary Medicine","overall",900,289,50.051,40.94,51.46,-0.026,-1.902,0.001,NA,NA,NA,0.539,-0.434,"Essentially at parity"
"Portugal","All journals","Veterinary Medicine","overall",787,166,49.999,48.864,50.453,0,-0.128,0.104,NA,NA,NA,7,21893.612,"Essentially at parity"
"South Korea","All journals","Veterinary Medicine","overall",1368,883,39.76,34.746,44.906,0.103,-0.663,0.527,NA,NA,NA,0.024,0.623,"Male-biased but improving"
"Spain","All journals","Veterinary Medicine","overall",3742,751,43.956,38.127,48.253,-0.224,-2.146,0.234,NA,NA,NA,-0.069,0.147,"Male-biased and becoming more so"
"Sweden","All journals","Veterinary Medicine","overall",1442,439,49.998,49.951,50,0.001,0,0.026,5,NA,NA,1.329,4.553,"Essentially at parity"
"Switzerland","All journals","Veterinary Medicine","overall",1672,428,48.702,46.545,49.698,0.282,0.103,0.458,0,0,0,0.461,2.382,"Essentially at parity"
"Turkey","All journals","Veterinary Medicine","overall",1156,342,29.385,24.001,34.675,0.337,-0.437,1.039,NA,NA,NA,0.059,2.278,"Male-biased but improving"
"United Kingdom","All journals","Veterinary Medicine","overall",3440,1155,41.473,37.716,44.561,-0.111,-1.022,0.299,NA,NA,NA,-0.032,0.315,"Male-biased and becoming more so"
"USA","All journals","Veterinary Medicine","overall",41240,13512,46.127,45.414,46.793,0.379,0.352,0.402,0,0,0,0.213,0.985,"Essentially at parity"
"Argentina","All journals","Virology","overall",1165,237,56.913,52.41,62.11,-0.127,-0.359,0.599,NA,NA,NA,0.032,-0.316,"Female-biased but improving"
"Australia","All journals","Virology","overall",4521,988,40.288,37.655,42.591,0.241,-0.043,0.455,NA,NA,NA,0.062,0.81,"Male-biased but improving"
"Austria","All journals","Virology","overall",1268,272,44.522,38.043,48.91,0.312,-0.339,0.485,NA,NA,NA,0.138,0.782,"Male-biased but improving"
"Belgium","All journals","Virology","overall",2140,400,40.047,35.531,43.791,0.385,-0.122,0.661,25,NA,NA,0.093,1.108,"Male-biased but improving"
"Brazil","All journals","Virology","overall",3173,552,50,49.999,53.552,0,-0.141,0.001,4,NA,NA,1.902,2.933,"Essentially at parity"
"Canada","All journals","Virology","overall",6900,1801,38.53,35.926,40.799,0.115,-0.208,0.358,NA,NA,NA,0.027,0.747,"Male-biased but improving"
"China","All journals","Virology","overall",9307,5589,45.989,44.239,47.357,0.174,-0.081,0.299,12,NA,NA,0.096,0.386,"Essentially at parity"
"Denmark","All journals","Virology","overall",1021,230,45.532,38.97,49.403,0.389,-0.073,0.574,13,NA,NA,0.231,1.275,"Essentially at parity"
"Finland","All journals","Virology","overall",1932,383,49.543,46.494,49.999,0.081,-0.026,0.197,6,NA,NA,0.405,0.535,"Essentially at parity"
"France","All journals","Virology","overall",11373,2278,42.543,40.208,44.798,-0.348,-0.87,-0.026,NA,NA,NA,-0.11,0.138,"Male-biased and becoming more so"
"Germany","All journals","Virology","overall",12345,2570,41.272,39.666,42.817,0.493,0.371,0.588,10.365,5.365,18.365,0.138,1.329,"Male-biased but improving"
"India","All journals","Virology","overall",1911,636,28.375,24.191,32.657,-0.289,-0.974,0.356,NA,NA,NA,-0.046,1.035,"Male-biased and becoming more so"
"Iran","All journals","Virology","overall",503,103,27.687,16.242,39.066,-1.437,-4.164,0.604,NA,NA,NA,-0.232,0.223,"Male-biased and becoming more so"
